,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
1994,Midwest,22/5/2020 22:02,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,1,negative
1995,"Santa Cruz, CA",22/5/2020 22:01,GOTG: This Bad History #family #coronavirus #stress #grateful #history #BhivePower https://t.co/B2jtRhjHKy https://t.co/nV2QxuysmN,-0.5106,1,negative
1996,Worldwide,22/5/2020 21:50,What If I Don't Like God? https://t.co/e04pjGjUYB #Faith #religion #God #Jesus #coronavirus #pandemic #covid #covid19 #life #lifestyle #mentalhealth #anxiety #Depression,-0.5305,1,negative
1997,KC USA,22/5/2020 21:48,"In times stress, Family squabbles may increase, Even among geese. . . . #geese #goslings #familystruggles #familyfights #squabble #familyfight #stress #anger #coronavirus #covid #covid19 #quarantine https://t.co/fs2Ugpxy2r",-0.7906,1,negative
1998,"Firenze, Toscana",22/5/2020 21:43,.@MichaelPhelps discusses like battle #depression COVID-19 pandemic. #ESPN https://t.co/gpGNbMeDO5,-0.5859,1,negative
1999,"Co.Cork, Ireland",22/5/2020 21:38,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,3,positive
2000,"Irvine, CA",22/5/2020 21:35,How managers help employees mental health issues | https://t.co/A5PgxFeOfc #employer #employee #employeewellness #employeehealth #workplacementalhealth #mentalhealth #mentalhealthsupport #work #wellbeing #covid19support #covid19 #depression #anxiety https://t.co/yvCOqfSPXS,-0.4019,1,negative
2001,"London, England",22/5/2020 21:30,30 Days Puzzles Series. Happy #friyay #COVID19 #Mindfulness #classrx #student #puzzle #STEMeducation #interesting #friday #remotelearning #Children #inspire #math #creativity #education #stem #stress #fun #remotetutor #remotetuition #onlinetutor #LearnFromHome #learning #smart https://t.co/uStDkkVcSW,0.9423,3,positive
2002,Southern California,22/5/2020 21:28,Prolonged stress (like Covid-19 pandemic) adverse consequences decision-making process prowess. https://t.co/I6Z5p817fL #workplace #stress #DecisionMaking #leadership #LeadershipSkills https://t.co/aoTQ4TWrXP,-0.6808,1,negative
2003,Worldwide,22/5/2020 21:20,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,3,positive
2004,Tristan da Cunha,22/5/2020 21:20,"The #past months #worst months many #economies around #world since #Great #Depression. #Dozens #millions become #unemployed, https://t.co/4vGDSuXxYm",-0.5719,1,negative
2005,Canada,22/5/2020 21:09,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,1,negative
2006,,22/5/2020 21:08,How Does #Technology Help Improve #MentalHealth &amp; #MentalIllness? https://t.co/8o5eVn3I3O #MentalHealth #Covid19 #Health #Healthcare @UnfoldLabs @ShyleshSriranja @digitaltransf11 @provisionit @TamaraMcCleary @Emily_Baumhauer @DaleCubeular50 @zaidmo @carvalhoprincia https://t.co/hbmimn6nF9,0.6808,3,positive
2007,,22/5/2020 21:07,These brand new prescription drugs melancholy don’t track listing backup manufacturers’ declare. Are really safe potent? https://t.co/ilhS7XL7c3 #stress #anxiety #mentalhealth #health #stressrelief #meditation #healing #covid #stressmanagement https://t.co/n7La2ngYXj,-0.4951,1,negative
2008,"Victoria, British Columbia",22/5/2020 21:06,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,3,positive
2009,Texas,22/5/2020 21:00,How Adapt Employment Changes #COVID19 Pandemic || https://t.co/rG6BDkTwYX == #mentalhealth #change #anxiety #stress #mhsm #mhchat https://t.co/rzFRNyPY9t,-0.5423,1,negative
2010,"London, England",22/5/2020 20:51,"So often response ‘how you?’is limited 2 simple words – ‘I fine’. Are really fine? Call friend, speak someone cares . #blossomtreelove #mentalhealthweek #covid19 #socialisolation #shielding #sicklecellwarriors #sicklecell #anxiety #depression https://t.co/IDIOSLBTdr",0.3852,3,positive
2011,,22/5/2020 20:50,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,3,positive
2012,"Seattle, WA",22/5/2020 20:44,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,1,negative
2013,"Manhattan, NY",22/5/2020 20:41,"Check latest article newsletter, ""Out On The Limbs."" We discuss importance podcasting suffering rising mental health concerns #pandemic. https://t.co/PIy987YfUe #MentalHealthAwarenessMonth #podcasting #depression #radio #COVID19 https://t.co/ygjfcn2uYN",-0.6486,1,negative
2014,Surrey,22/5/2020 20:36,"#MatthewMurphy @thewombats gives insight life journey, weed-smoking teenager #anxiety #depression lead singer one UK's popular bands recent years.&gt; https://t.co/xrpzHXo0wj #success #music #indierock #COVID19 #selfisolation https://t.co/3W8FUMRlnu",0.2732,3,positive
2015,Eastern Ontario ,22/5/2020 20:31,It's normal feel stress related COVID-19 pressures may present. Many us also letting go coping strategies previously helped us. You alone: https://t.co/eNzhVy8EUB #Stress #MentalHealth #Wellness https://t.co/XoqcaNiJLF,-0.7184,1,negative
2016,"Ottawa, Ontario, Canada",22/5/2020 20:31,It's normal feel stress related COVID-19 pressures may present. Many us also letting go coping strategies previously helped us. You alone: https://t.co/eNzhVy8EUB #Stress #MentalHealth #Wellness https://t.co/XoqcaNiJLF,-0.7184,1,negative
2017,"New York, NY",22/5/2020 20:29,New Poll Shows Which Groups Are Most Stressed During The Coronavirus Pandemic via @forbes https://t.co/6qMGnENFHq #stress #coronavirus #covid19 @forbesscience,-0.6697,1,negative
2018,Canada,22/5/2020 20:29,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,1,negative
2019,"Harlem, Manhattan ",22/5/2020 20:24,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,1,negative
2020,"Roseland, New Jersey",22/5/2020 20:21,"The #CDC recommends staying home much possible reduce risk exposure #COVID19. If #FamilyCaregiver, use tips reduce #stress &amp; feelings #isolation prolonged time home w/ loved one 👇 #Caregiving https://t.co/drs2A0RcGE",-0.2023,1,negative
2021,,22/5/2020 20:18,"Ben, considered dystopian #economic outcome? https://t.co/TiG1Va9Kpr… #COVID19 .@oneunderscore__ #Debt #depression #UBI",-0.7351,1,negative
2022,London,22/5/2020 20:17,"So often response ‘how you?’is limited 2 simple words – ‘I fine’. Are really fine? Call friend, speak someone cares . #blossomtreelove #mentalhealthweek #covid19 #socialisolation #shielding #sicklecellwarriors #sicklecell #anxiety #depression https://t.co/IDIOSLBTdr",0.3852,3,positive
2023,,22/5/2020 20:17,"For many preexisting medical conditions, COVID-19 caused increased amounts health concern. Watch video --------&gt; https://t.co/DIVEaFZjwQ #coronavirus #covid19 #lymedisease #lyme #lymewarrior #fight #immune #health #wellness #sleep #sugar #meditation #stress https://t.co/Tb580m7WiM",0.2023,3,positive
2024,Doncaster,22/5/2020 20:13,"If you’re experiencing #depression, #anxiety common #mentalhealth problems, take look poster details contact #Doncaster IAPT team. #mentalhealthawarenessweek #Doncasterisgreat #NHS #COVID19 #MentalHealthAwarenessWeek2020 https://t.co/YxhEf0Cex8",-0.7964,1,negative
2025,,22/5/2020 20:12,"May #MentalHealthMonth. #COVID19 undoubtedly caused fear, #anxiety #depression among New Yorkers. If struggling these, experts help you. Don't struggle alone: https://t.co/CReI3eByrk | #ThriveNYC https://t.co/XmHl0iDDAD",-0.7182,1,negative
2026,"Jacksonville, FL",22/5/2020 20:08,"The challenges #COVID19 led increased #stress many, dangerous overall health. Dr. Mark McIntosh discusses different types stress, ways manage #staypresent: https://t.co/bS3Va8e4Vi",-0.743,1,negative
2027,"Toronto, Ontario",22/5/2020 20:06,"#Stress integral word. So knowing this, manage stress uncertain times? Check resources PSSP staff shared haven’t already! https://t.co/BCAvHyEdor https://t.co/qq9rSb4tqN",-0.69,1,negative
2028,"Michigan, USA",22/5/2020 20:05,Coping During Coronavirus: 5 Ways Stress Can Be A Good Thinghttp://ow.ly/sNv950zIKc9 #coronavirus #stress,-0.4019,1,negative
2029,"Miami, FL",22/5/2020 20:02,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,1,negative
2030,"iPhone: 43.686123,-79.393593",22/5/2020 20:02,Expressive Depression Earworm - Frail Fragment https://t.co/vqpKqzB4MQ #COVIDー19 #Covid_19 #coronavirus #QuarantineLife #IsolationSongContest #pandemia #musician #SongsThatDescribe2020 #depression #MetalMusic #newmusic #alternativerock #Toronto #Ontario #Canada #artist,-0.8126,1,negative
2031,"New York, NY",22/5/2020 20:01,"May #MentalHealthMonth. #COVID19 undoubtedly caused fear, #anxiety #depression among New Yorkers. If struggling these, experts help you. Don't struggle alone: https://t.co/CReI3eByrk | #ThriveNYC https://t.co/XmHl0iDDAD",-0.7182,1,negative
2032,"Denver, CO",22/5/2020 20:00,"World events, like #COVID19 pandemic, create uncertainty feeling out-of-control. Craig Sawchuk, Ph.D., psychologist, offers recommendations staying informed managing #stress. https://t.co/7IEProCT5t https://t.co/DIeAfGjg30",-0.0258,2,neutral
2033,"Baltimore, MD",22/5/2020 19:56,Per Dr. Robert Klitzman: Up half Americans may #depression sx assoc #COVID19 #pandemic. Will redefine depression? Rec therapy meds ppl ever? It’s complicated. https://t.co/WvVOyliki0,-0.8299,1,negative
2034,United States,22/5/2020 19:48,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,1,negative
2035,"Dublin City, Ireland",22/5/2020 19:42,"As #MentalHealth Awareness Week draws close, Brightwater's @Mairead_BW looks recognise &amp; reduce signs mental #stress &amp; colleagues #workingfromhome Read Tips here: https://t.co/UIPHz5hejl #mentalhealthawareness #covid19 #staysafe https://t.co/OHCOX3EzO4",-0.4215,1,negative
2036,"Texas, USA",22/5/2020 19:41,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,1,negative
2037,"Kolkata, India",22/5/2020 19:38,"Kindly #Laugh #Enjoy #Celebrate #Relax #Entertainment #Fun #Joy avoid #depression #mental #Health issues... This #enjoyment also part life necessity ! Remove #CoronaVirus, #COVID19, #AmphanCyclone mind &amp; simply enjoy life! #TakeCare ! #BeSafe Fit! #BeHealthy !",0.9858,3,positive
2038,World-Wide #WWTrain,22/5/2020 19:31,"Many struggling #depression and/or #anxiety triggered exacerbated #covid19 #pandemic. If you’ve bothered many following symptoms 2 weeks, please don’t hesitate reach &amp; get professional help need it! (DM resources :) https://t.co/nv7Zln90ip",-0.5848,1,negative
2039,"Houston, Texas area",22/5/2020 19:26,"For #MemorialDay #coronavirus #debt #stress: ""Life good #debtfree."" FREE #bankruptcy attorney consult Conroe Magnolia Porter Splendora NewCaney NewWaverly Klein Kingwood Willis Huntsville Tomball Montgomery Woodlands Spring #Texas https://t.co/pEJe8NRt6z #AD",0.3885,3,positive
2040,,22/5/2020 19:22,Listen song “better yo ex” soundcloud! https://t.co/jmuHvPDoFA #the1975 #EidUlFitr #coronavirus #planecrash #rap #sad #love #lovesong #depression #heartbreak #music #pain #rapper https://t.co/kLYm2kL6Ba,-0.8718,1,negative
2041,,22/5/2020 19:17,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,1,negative
2042,Staring out the window,22/5/2020 19:14,"Remember slow breathe...everything OK. https://t.co/BgGONmQx1o… Up 50% Off Cards, Shirts, &amp; More + 15% Off Sitewide Use code BESTDADGIFTS 5/13 - 5/15/2020 #stress #mentalhealth #breathe #relax #postcard #blue #pink #meditation #anxiety #coronavirus https://t.co/O7LUVB4ILF",-0.1531,1,negative
2043,"Beverly Hills, CA",22/5/2020 19:11,@SpeakerPelosi please admit @realDonaldTrump &amp; @senatemajldr mental institution? There’s clause constitution folks incompetent clearly mental. #COVID19 #FireTrump #MitchMcConnell #mentalillness,0.4019,3,positive
2044,,22/5/2020 19:00,"Coronavirus significantly affect mental health everyone, especially #MentalIllness. The anxiety contracting disease, loneliness, isolation worsen even trigger symptoms. #PsychU coping strategies: https://t.co/q32Okcl5PK #COVID19 https://t.co/uW3vJiglsB",-0.8678,1,negative
2045,"Los Angeles, CA",22/5/2020 18:59,Trees rocks. Hiking adventures Eagle Rock Topanga. . . . #hiking #adventure #nature #earth #beauty #landscapes #photography #quarantine #covid19 #stress #immunity #grounding #connection #awareness… https://t.co/bIPAvHEIeM,0.6908,3,positive
2046,TheCaliLiliIndies™VenusBeach™,22/5/2020 18:55,"@Google @SenateDems ur threats stop allowing us use @gmail + save @googledrive unless spend hours deleting buy ""space"" u #COVID #pandemic causing #stress ! Our #googledrive 25% day ago + upload anything new + jump 75% freaking us out. https://t.co/C9YRRRfm3h",-0.7712,1,negative
2047,,22/5/2020 18:36,"If you’re experiencing #depression, #anxiety common #mentalhealth problems, take look poster details contact #Doncaster IAPT team. #mentalhealthawarenessweek #Doncasterisgreat #NHS #COVID19 #MentalHealthAwarenessWeek2020 https://t.co/YxhEf0Cex8",-0.7964,1,negative
2048,,22/5/2020 18:31,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,1,negative
2049,Canada,22/5/2020 18:26,"Insomnia, irritability, digestive problems... These common signs stress. Check tips Medicine Shoppe Canada better manage stress recognize symptoms. #MentalHealth #RideDontHide #Stress #COVID19 https://t.co/dkZVOJnOY1",-0.8625,1,negative
2050,,22/5/2020 18:21,"If struggling #depression #COVID_19, follow 31 tips @MentalHealthAm boosting #mentalhealth. #mentalhealthmonth https://t.co/KgUUK67U49 https://t.co/sJqMLsHyK6",-0.6249,1,negative
2051,"Toronto, Ontario",22/5/2020 18:18,"What evidence say #MentalHealth #COVID19? Read reports resources #VirtualHealth, #iCBT, #Anxiety, #Depression free resources 👉 https://t.co/oBuNtf1wUt https://t.co/v0eUBDuWLc",-0.2732,1,negative
2052,"Vancouver, British Columbia",22/5/2020 18:11,Do know unhealthy coping strategies? Check previous tweet Emotion-Based vs Problem-Based coping. #BreakTheStigma #COVID19 #beCALM #beCauseAllLobesMatter #physicianburnout #MentalHealth #MentalHealthAwareness #MentalHealthMatters #depression #HealthcareHeroes https://t.co/QweP6TGznm,-0.7964,1,negative
2053,"Vancouver, British Columbia",22/5/2020 18:11,Do know difference Emotion-Based vs Problem-Based coping strategies stress?#MentalHealthWeek #MentalHealthAwareness #physiciansuicide #beCALM #beCauseAllLobesMatter #depression #TipsToBoostBrainHealth #BreakTheStigma #COVID19 #HealthcareHeroes #medtwitter https://t.co/izufLLlz9s,-0.5719,1,negative
2054,"Ottawa, ON",22/5/2020 18:10,"What evidence say #MentalHealth #COVID19? Read reports resources #VirtualHealth, #iCBT, #Anxiety, #Depression free resources 👉 https://t.co/oBuNtf1wUt https://t.co/v0eUBDuWLc",-0.2732,1,negative
